text	perspective_Gold	content_Gold	position_Gold	perspective_ChatGPT	content_ChatGPT	position_ChatGPT	content_LlamaChinese	position_LlamaChinese	perspective_LlamaChinese	content_Llama3	position_Llama3	perspective_Llama3
果见一块石头约高七尺，剔透玲珑，莹然如玉，与那块通灵玉的形状，虽有大小之殊，并无参差之别。宝玉见了，不胜惊异，悲叹了一回。忽觉诗兴勃然，拾起一个瓦片，就在石头正面题诗一首，云：p_s文自玲珑质自坚，几经雕琢色莹然。幸无精卫衔填海，赖有娲皇炼补天。一块徒留形磊落，三生空结意缠绵。归来青埂谁知己？屹立峰头待米颠。p_e湘莲念了一遍，笑道：“宝兄弟，你真可谓一往情深。这诗词一道我竟不能，也不敢免强奉和。”	character	scene	middle	character	character portraiture	middle	plot	beginning	character	commentary	middle	character
只见湘云等一边吃酒一边作诗。不多时，都送到李纨面前。用一张大冰纹笺纸写上：寒窗得风字 p_s斗室虚明暖气融，坐闻庭树怒号风。几竿瘦竹摇寒碧，一角斜阳抹淡红。败叶乱敲声淅沥，冻云低压影朦胧。天光更觉黄昏好，窈窕凉蟾挂半弓。p_e	character	scene	middle	character	scene	middle	commentary	beginning	character	scene	middle	character
寒砚得冰字p_s帘风窗纸共凌兢，冷到书帷第几层。鸜鹆眼昏朝有泪，凤凰池浅夜初冰。凹藏宿墨寒云聚，匣启新晴暖气升。收拾案头残画稿，闲教呵冻写吴绫。p_e	character	scene	middle	character	scene	middle	commentary	middle	character	scene	middle	narrator
寒灯得光字p_s街柝敲残夜未央，银缸掩映近藜床。冷侵翠被三更梦，疏透晶帘一豆光。暗牖风来花琐碎，短檠烟烬影凄凉。阿谁更向窗前卜，奇吐双葩喜欲狂。p_e	character	scene	middle	character	scene	middle	commentary	beginning	narrator	scene	middle	narrator
寒月得天字p_s凄凄如水复如烟，云净风清别一天。桂冷无花摇镜面，梅疏扶影到帘前。乌惊老树窥霜下，鹤守空庭藉雪眠。此夜不知寒几许，欲从高处问婵娟。p_e	character	scene	middle	character	scene	middle	commentary	middle	character	scene	middle	narrator
寒云得多字p_s木落空林水不波，冻云无力被山阿。淡烘斜照迷鸦阵，浓挟寒烟压鸟窠。漠漠长天归去懒，沉沉幽谷聚来多。知因酿雪饶情态，满目氤氲望若何。p_e	character	scene	middle	narrator	scene	middle	commentary	middle	narrator	scene	beginning	narrator
寒山得岚字p_s遥天隐隐接浮岚，如睡峰峦态更憨。朔雪乍飘疑傅粉，晚烟微漾忽拖蓝。崖悬碎薜毁红乱，岭秀孤松冷翠酣。此是山灵真面目，冲寒谁与试同探？p_e	character	scene	middle	narrator	scene	middle	plot	end	narrator	scene	beginning	narrator
寒江得流字p_s丹枫落后大江秋，又见烟波带雪流。就暖鱼虾浮水面，惊寒鸥鹭聚矶头。澌澌冻合渔人网，格格冰胶占客舟。最忆富春江上叟，一竿无恙老羊裘。p_e	character	scene	middle	character	scene	middle	commentary	middle	character	scene	middle	narrator
寒鸦得飞字p_s三三五五聚成围，风雪飘摇何处归。晓角城西声历乱，夕阳天半影希微。江枫冷落和双宿，苑柳萧条绕月飞。指点寒山烟树里，丈人屋在好相依。p_e	character	scene	middle	narrator	scene	middle	commentary	beginning	narrator	scene	beginning	narrator
寒林得枝字p_s红叶飘残又几时，连林烟树郁寒姿。森森远露峰千点，隐隐低悬日半规。樵径荒凉人散早，巢痕冷落鸟归迟。朝来忽觉琼瑶灿，瑞雪纷纷缀满枝。p_e李纨写完了诗，将原稿各人拿去。这里用封套封好，放在个文竹小匣里，外面又封了口。	character	scene	middle	character	scene	middle	plot	beginning	character	commentary	end	narrator
p_s卷帘待燕初晴小雨柳纤纤，晓起临妆暖气添。欲效远山眉淡扫，喜簪嫩蕊手轻拈。鸦环翠腻云三绕，鸾镜先涵月一奁。甲煎浓薰频顾影，为留香久自垂帘。p_e	character	scene	middle	character	character portraiture	middle	commentary	middle	character	character portraiture	beginning	character
对镜簪花p_s罗衣初换旧轻绡，一瓣心香手自烧。不解离愁栽豆蔻，为听骤雨种芭蕉。银钩字细书清楚，红烛风微影动摇。赋到秋声人意懒，已凉天气乍长宵。p_e	character	scene	middle	character	scene	middle	commentary	beginning	character	commentary	middle	narrator
湘云见宝玉带着个扇套，便要扇子瞧。宝玉递过来，是一把檀香股子、冷金绢面，写着两首七律：录旧作，应昆圃年兄大人雅嘱。瑟卿，弟鼎臣，用着两个小方印。众人都凑来看，湘云念道：p_s虾须帘卷玉钩横，遥听花郎唱一声。恰是小楼人正寂，翻知昨夜雨初晴。薄寒已向红腔减，新暖应从紫韵生。悄热炉烟香细细，碧栏干外有啼莺。旧曾游处记分明，曲曲栏干接上清。白玉仙坛留月照，紫兰新种带云耕。谁遗红豆歌芳树，自有青鸾降碧城。银汉影斜风露净，水晶帘卷坐吹笙。p_e湘云念到这一句，笑了。李纨恐怕他说出前日吹笙的事来，便正色问道：“笑什么？”湘云会意，说道：“我笑这位探花公忙的很，又要卷虾须帘，又要卷水晶帘，炷上香又去吹笙，未免太辛苦了！”	character	scene	middle	character	scene	middle	commentary	middle	character	commentary	middle	character
贾兰说：“我的扇子也是他送的，姑姑看见没有？”二人齐说：“没有，你取去。”贾兰忙忙下楼，不一刻取来。探春接来一看，也是檀香股、绢面，小楷写的“拟闺词”七律四首。探春念道：p_s东风影里罢梳头，窗外呢喃听不休。藻井待栖双玉剪，筠帘初上小银钩。疑将软语商量定，似有柔情宛转留。衔得新泥重补葺，余香犹记旧妆楼。p_e	character	scene	middle	character	character portraiture	middle	commentary	middle	character	commentary	middle	character
剪灯听雨p_s手倦停针夏日长，绿阴深护小横塘。参差荇藻朱鱼荫，曲折栏干翠盖张。倒映靓妆花妒色，慢沉香饵水摇光。借他短钩消炎暑，受用临池六月凉。p_e	character	scene	middle	character	scene	middle	commentary	end	character	scene	middle	narrator
从前那般恩爱到了缘尽情终之日，莫不各奔东西。因此将这顽笑场中看得冰冷，视为畏途，曾作了七言律诗一首道：p_s迷魂阵势布平康，埋伏多般仔细防。柳帜花幡威莫敌，轻刀辣斧勇难当。频舒笑脸勾魂魄，轻启朱唇吸脑浆。陷入网罗谁打破，能征莫若不临场。p_e这日闲暇无事，偶到郊外阔步，忽然想起当日烟花寨内那些粉头，与在下那般恩爱，越想越迷，信着脚步不知不觉走到一个所在，远望一座险峻高山，怪石磋峨。顺着山根，有一道万丈深潭，波涛滚滚，一望无际。	character	commentary	middle	character	commentary	middle	commentary	middle	character	commentary	middle	narrator
惟觉衣袖中有物，取出一看，乃是一部书籍，面上写着""风月梦""三宇，不觉诧异，揭开书来观看，见有四句写道：p_s胡为风月梦？尽是荒唐话。或可醛痴愚，任他笑与骂。p_e但不知这《风月梦》叙的些甚么人？做的些甚么事？看官们不嫌絮烦，慢慢往下看去，自有分解。	narrator	commentary	end	narrator	commentary	middle	commentary	beginning	character	commentary	beginning	narrator
惟觉衣袖中有物，取出一看，乃是一部书籍，面上写着"风月梦"三宇，不觉诧异，揭开书来观看，见有四句写道：p_s胡为风月梦？尽是荒唐话。或可醛痴愚，任他笑与骂。p_e但不知这《风月梦》叙的些甚么人？做的些甚么事？看官们不嫌絮烦，慢慢往下看去，自有分解。	narrator	commentary	end	narrator	commentary	beginning	commentary	middle	character	commentary	beginning	narrator
今日逆风，大船行得慢，众人望着北岸一带荒冈，甚是凄凉。贾铭道：""想起当年这一带地方，有斗姥宫。汪园。小虹园。夕阳红半楼。拳石洞天。西园曲水。虹桥修楔许多景致，如今亭台拆尽，成为荒冢。那扬州湖上《竹枝词》内有一首令人追忆感叹：p_s曾记髫年贸棹游，园亭十里景幽幽。如今满目埋荒冢，草自凄凄水自流。p_e陆书道：""小弟因看《扬州画肪录》，时刻想到贵地瞻仰胜景，那知今日到此，如此荒凉，足见耳闻不如目睹。""贾铭道：""十数年前还有许多园亭，不似此日这等荒凉。""	narrator	scene	middle	character	scene	middle	commentary	middle	narrator	commentary	middle	narrator
太空接过了，将签条一看，在签盒里查出一条签来，递与双林。大空道："恭喜姑娘，是条上上签。"双林接过签条一看，只见上写着：第八十一签上上p_s不是姻缘也是缘，前生注定总凭天。求官谋利皆成就，六甲生男病可痊。p_e双林将签句看过，随即收起。太空邀请双林至客堂人坐，道婆献了茶，摆上桌盒，谈了几句套话，双林取出香仪把与太空，又把了一百文钱封与者佛婆。	narrator	commentary	middle	character	commentary	middle	plot	beginning	narrator	commentary	middle	narrator
荞面吊挂，打的黑蜡，搽的铅粉，在那河岸上靸着一双红布滚红叶拔情五彩花新青布鞋子乱跑，呼嫂唤姑，推姐拉妹，又被太阳晒的黑汗流流；还有些醉汉吃得酒气熏熏，在那些妇女丛中乱挤乱碰；各种小本生意人趁市买卖，热闹非常。时人有《端阳看龙舟》五言律诗道：p_s序后端阳节，龙舟五色鲜。旅旗光蔽日，锣鼓响喧天。吊屈传令古，夺标竞后先。顽童具壮瞻，水上打秋千。p_e陆书们大船跟着龙船，在莲花桥那里又看了别的游船上撩了两躺标，又看见有人蹬在龙船头上一个筋斗跳下河去，多远才冒了上来，名曰跳水头，比抢鸭子还热闹。	narrator	scene	middle	narrator	scene	middle	plot	middle	narrator	commentary	middle	narrator
别的房里客家摆了晚酒，汰化过端工，也各散了。只有陆书在月香房里未走，到了夜里，那些端工们又跳""五十二参""，装神装鬼，翻筋斗。众蜡烛台。变戏法，各种顽意，又装了几个烧肉香的和尚打趣。众人要钱，陆书。月香义赏了两张票子，翠云。翠琴也赏了钱文。那扬州烟花竹枝词九十九首内有一首道：p_s百计千方哄客银，籍名喜乐说酬神。财门开过娘娘跳，便益端工看女人。p_e一夜锣鼓喧天，直闹到天明，方才结坛了会。陆书又代月香把了喜钱，那些端工们挑了担子散去。	narrator	scene	middle	character	commentary	middle	commentary	middle	narrator	commentary	middle	narrator
贾铭道：""诸位贤弟，看这新开脸的妇人，大约是个新娘，嫁之未久，方才偷帽子这种羞怯光景，甚是有趣。愚兄口占一绝赠之。""众人道：""请教，请教。""贾铭遂口吟一绝云：p_s女娘新嫁尚令羞，送子观音默默求。仲手欲愉罗汉帽，通红粉面几回头。p_e众人道：""妙极。妙极。""和尚邀请众人到客堂里面坐下，道人献了茶。两张桌上总摆了桌盒，和尚将桌盒内茶食。	character	scene	middle	character	character portraiture	middle	plot	middle	character	commentary	middle	narrator
那一只绑着鲜荷花灯的小渔船，两把桨，也跟在后面，舱里那些朋友挤得汗流流的，黄腔走板，’唱着西皮。二黄。时人有《六月十八日扬州湖上夜游》—亡言律诗一首云：p_s不分男女约同路，半为烧香半玩游。山色芳葱云上下，水光荡漾月沉浮。接天灯火摇兰浆，彻夜里歌醉酒搂。p_e赛会迎神人凑集。繁华端的是扬州。贾铭们开发了云山阁那里泡菜卖水烟的钱文，大众上船，又到小金山。桃花电各处游玩。	narrator	scene	middle	narrator	scene	middle	plot	middle	character	commentary	middle	narrator
月香道：""你这人陡然变了，乱起疑心，明日你这里，我连房门总不出，免得你乱疑惑。""说着将脸往下一沉。陆书道：""你不必着急，我告诉你句话，我看见你们这里《扬州烟花竹枝词》内有一首道得好：p_s相公能干住双镶，陪过张郎伴李郎。熟客关门生客住，让他生客刷锅忙。p_e你如今比他更加能干，反其所为：生客关门熟客住，让他熟客刷锅忙。月香听了，登时鸣呜咽咽哭道：""我们吃相饭的人，虽是下贱，也还有贤愚不等。我虽落烟花数载，仍系处女。	narrator	commentary	middle	character	character portraiture	middle	commentary	middle	character	commentary	middle	narrator
况且菩萨签句说我终身派是个姓袁的，如今我不可将机会错过。光阴迅速，我眼睛里曾经看见许多吃相饭的人，到了下桥时候，猪不闻，狗不睬，弄得在街坊上沿门叫化，那才难呢！我看见那《扬州烟花竹枝词九十九首》内有一首p_s钱财易得不为奇，几个存留防后资。鸦片瘾成颜色老，有谁眷恋下桥时。p_e到那光景，后悔无及，此刻趁他夫妻反目，他要弄人，一团豪兴之时，我且慢慢的探他口气，将我终身大事弄定，省得到那人老花残下桥的时候，没有收成结果。"	narrator	commentary	middle	character	commentary	middle	plot	beginning	character	commentary	middle	narrator
行了数里，路过小蓬莱石碑跟前，只见上面有诗一首，写的龙蛇飞舞，墨迹淋灕，原来是首七言绝句：p_s逐浪随波几度秋，此身幸未付东流。今朝才到源头处，岂肯操舟复出游！p_e诗后写著：“某年月日，因返小蓬莱旧馆，谢绝世人，特题二十八字。唐敖偶识。”	character	character portraiture	middle	character	scene	middle	plot	middle	character	commentary	middle	narrator
